Time,Indoor Temperature(C),Indoor Humidity(%),Outdoor Temperature(C),Outdoor Humidity(%),Dew Point(C),Wind Chill(C),Heat Index(C),ABS Pressure(mmhg),REL Pressure(mmhg),Wind(m/s),Gust(m/s),Wind Direction(deg),Rain Event(mm),Rain Rate(mm/h),Hour Rain(mm),Daily Rain(mm),Weekly Rain(mm),Monthly Rain(mm),Yearly Rain(mm),Total Rain(mm),Solar Rad(w/m2),UVI,Soilmoisture(%),PM2.5(ug/m3),leafwetness(%),Temperature(C)
2024/12/01 0:10:22,40.4,55,22.0,99,21.9,22.0,22.0,760.2,760.1,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:11:22,40.4,55,21.9,98,21.6,21.9,21.9,760.4,760.2,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:12:22,40.4,55,21.9,99,21.8,21.9,21.9,760.3,760.2,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:13:22,40.4,55,21.9,99,21.8,21.9,21.9,760.1,759.9,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:14:22,40.4,55,21.9,99,21.8,21.9,21.9,760.3,760.2,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:15:22,40.4,55,21.9,99,21.8,21.9,21.9,760.2,760.1,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:16:22,40.4,55,21.9,98,21.6,21.9,21.9,760.2,760.1,0.3,1.1,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:17:22,40.4,55,21.9,99,21.8,21.9,21.9,760.3,760.2,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:18:22,40.4,55,21.9,99,21.8,21.9,21.9,760.3,760.2,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:19:22,40.4,55,21.9,98,21.6,21.9,21.9,760.2,760.0,0.4,1.1,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:20:22,40.4,55,21.8,98,21.5,21.8,21.8,760.1,759.9,0.3,1.1,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:21:22,40.4,55,21.8,98,21.5,21.8,21.8,760.2,760.0,0.8,1.1,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:22:22,40.4,55,21.8,98,21.5,21.8,21.8,760.2,760.1,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:23:22,40.4,55,21.8,98,21.5,21.8,21.8,760.2,760.0,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:24:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.7,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:25:22,40.4,55,21.9,98,21.6,21.9,21.9,760.1,759.9,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:26:22,40.4,55,21.9,98,21.6,21.9,21.9,759.9,759.8,0.7,1.1,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:27:22,40.4,55,21.9,98,21.6,21.9,21.9,760.0,759.9,0.1,1.1,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:28:22,40.4,55,21.9,98,21.6,21.9,21.9,760.2,760.0,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:29:22,40.4,55,21.9,98,21.6,21.9,21.9,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:30:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:31:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:32:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:33:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:34:22,40.4,55,21.8,98,21.5,21.8,21.8,760.1,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:35:22,40.4,55,21.8,98,21.5,21.8,21.8,760.2,760.0,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:36:22,40.4,55,21.8,98,21.5,21.8,21.8,760.1,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:37:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0.1,1.1,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:38:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.7,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:39:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:40:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:41:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:42:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:43:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:44:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:45:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.7,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:46:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:47:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:48:22,40.4,55,21.8,98,21.5,21.8,21.8,760.1,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:49:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:50:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:51:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:52:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.7,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:53:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:54:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:55:22,40.4,55,21.7,98,21.4,21.7,21.7,759.9,759.8,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:56:22,40.4,55,21.7,98,21.4,21.7,21.7,760.0,759.9,0,0,223,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:57:22,40.4,55,21.7,98,21.4,21.7,21.7,760.1,759.9,0,0,222,71.1,0,0,0,0,0,71.1,71.1,0,0,-,6553,-,-
2024/12/01 0:58:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0,0,222,71.4,1.8,0.3,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 0:59:22,40.4,55,21.8,98,21.5,21.8,21.8,760.0,759.9,0,0,222,71.4,1.8,0.3,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:00:22,40.4,55,21.8,98,21.5,21.8,21.8,759.9,759.8,0.3,1.1,214,71.4,1.8,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:01:22,40.4,55,21.7,98,21.4,21.7,21.7,759.9,759.8,0,0,214,71.4,1.8,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:02:22,40.4,55,21.7,98,21.4,21.7,21.7,759.9,759.7,0.7,1.1,215,71.4,1.8,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:03:22,40.4,55,21.7,98,21.4,21.7,21.7,759.9,759.7,0,0,214,71.4,1.8,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:04:22,40.4,55,21.6,98,21.3,21.6,21.6,759.9,759.7,0,0,214,71.4,1.8,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:05:22,40.4,55,21.6,98,21.3,21.6,21.6,759.9,759.7,0,0,214,71.4,1.8,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:06:22,40.4,55,21.6,98,21.3,21.6,21.6,759.8,759.6,0,0,214,71.4,1.8,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:07:22,40.4,55,21.6,98,21.3,21.6,21.6,759.9,759.8,0,0,210,71.4,1.8,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:08:22,40.4,55,21.6,98,21.3,21.6,21.6,759.7,759.6,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:09:22,40.4,55,21.6,98,21.3,21.6,21.6,759.9,759.7,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:10:22,40.4,55,21.6,98,21.3,21.6,21.6,759.7,759.6,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:11:22,40.4,55,21.7,98,21.4,21.7,21.7,759.8,759.6,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:12:22,40.4,55,21.7,98,21.4,21.7,21.7,759.7,759.6,0.3,1.1,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:13:22,40.4,55,21.7,98,21.4,21.7,21.7,759.9,759.7,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:14:22,40.4,55,21.6,98,21.3,21.6,21.6,759.7,759.6,1.0,1.1,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:15:22,40.4,55,21.6,97,21.1,21.6,21.6,759.9,759.8,0.8,1.1,209,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:16:22,40.4,55,21.6,97,21.1,21.6,21.6,759.8,759.6,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:17:22,40.4,55,21.6,98,21.3,21.6,21.6,759.7,759.6,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:18:22,40.4,55,21.6,98,21.3,21.6,21.6,759.8,759.6,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:19:22,40.4,55,21.6,98,21.3,21.6,21.6,759.6,759.5,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:20:22,40.4,55,21.6,98,21.3,21.6,21.6,759.7,759.6,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:21:22,40.4,55,21.6,98,21.3,21.6,21.6,759.7,759.6,0,0,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:22:22,40.4,55,21.6,98,21.3,21.6,21.6,759.7,759.6,0,0,209,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:23:22,40.4,55,21.6,98,21.3,21.6,21.6,759.8,759.6,0.4,1.1,210,71.4,0,0,0.3,0.3,0.3,71.4,71.4,0,0,-,6553,-,-
2024/12/01 1:24:22,40.4,55,21.6,98,21.3,21.6,21.6,759.6,759.4,0,0,209,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:25:22,40.4,55,21.6,98,21.3,21.6,21.6,759.7,759.6,0,0,210,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:26:22,40.4,55,21.6,98,21.3,21.6,21.6,759.6,759.4,0,0,209,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:27:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.4,0.4,1.1,210,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:28:22,40.4,55,21.5,98,21.2,21.5,21.5,759.7,759.6,0.4,1.1,210,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:29:22,40.4,55,21.5,98,21.2,21.5,21.5,759.7,759.6,0,0,210,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:30:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.5,0,0,210,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:31:22,40.4,55,21.5,98,21.2,21.5,21.5,759.8,759.6,0,0,210,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:32:22,40.4,55,21.5,98,21.2,21.5,21.5,759.7,759.6,0,0,210,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:33:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.5,0,0,210,71.7,1.8,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:34:22,40.4,55,21.6,98,21.3,21.6,21.6,759.6,759.5,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:35:22,40.4,55,21.6,98,21.3,21.6,21.6,759.8,759.6,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:36:22,40.4,55,21.6,98,21.3,21.6,21.6,759.6,759.5,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:37:22,40.4,55,21.6,98,21.3,21.6,21.6,759.9,759.7,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:38:22,40.4,55,21.6,98,21.3,21.6,21.6,759.6,759.5,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:39:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.5,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:40:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.5,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:41:22,40.4,55,21.5,98,21.2,21.5,21.5,759.5,759.3,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:42:22,40.4,55,21.5,98,21.2,21.5,21.5,759.7,759.6,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:43:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.5,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:44:22,40.4,55,21.5,98,21.2,21.5,21.5,759.7,759.6,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:45:22,40.4,55,21.5,98,21.2,21.5,21.5,759.7,759.6,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:46:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.5,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:47:22,40.4,55,21.5,98,21.2,21.5,21.5,759.7,759.6,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:48:22,40.4,55,21.5,98,21.2,21.5,21.5,759.7,759.6,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:49:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.5,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:50:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.4,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:51:22,40.4,55,21.5,98,21.2,21.5,21.5,759.5,759.3,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:52:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.4,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:53:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.4,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:54:22,40.4,55,21.5,98,21.2,21.5,21.5,759.6,759.4,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:55:22,40.4,55,21.5,98,21.2,21.5,21.5,759.5,759.3,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:56:22,40.4,55,21.5,98,21.2,21.5,21.5,759.5,759.3,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:57:22,40.4,55,21.5,98,21.2,21.5,21.5,759.4,759.3,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:58:22,40.4,55,21.5,98,21.2,21.5,21.5,759.3,759.2,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 1:59:22,40.4,55,21.5,98,21.2,21.5,21.5,759.3,759.2,0,0,210,71.7,0,0.3,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:00:22,40.4,55,21.5,99,21.4,21.5,21.5,759.5,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:01:22,40.4,55,21.5,99,21.4,21.5,21.5,759.6,759.5,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:02:22,40.4,55,21.5,99,21.4,21.5,21.5,759.4,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:03:22,40.4,55,21.5,99,21.4,21.5,21.5,759.5,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:04:22,40.4,55,21.5,99,21.4,21.5,21.5,759.4,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:05:22,40.4,55,21.5,99,21.4,21.5,21.5,759.4,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:06:22,40.4,55,21.5,99,21.4,21.5,21.5,759.6,759.4,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:07:22,40.4,55,21.5,99,21.4,21.5,21.5,759.6,759.5,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:08:22,40.4,55,21.5,99,21.4,21.5,21.5,759.5,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:09:22,40.4,55,21.5,99,21.4,21.5,21.5,759.5,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:10:22,40.4,55,21.5,99,21.4,21.5,21.5,759.2,759.0,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:11:22,40.4,55,21.5,99,21.4,21.5,21.5,759.3,759.2,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:12:22,40.4,55,21.5,99,21.4,21.5,21.5,759.3,759.2,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:13:22,40.4,55,21.5,99,21.4,21.5,21.5,759.4,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:14:22,40.4,55,21.5,99,21.4,21.5,21.5,759.3,759.2,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:15:22,40.4,55,21.5,99,21.4,21.5,21.5,759.4,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:16:22,40.4,55,21.6,99,21.5,21.6,21.6,759.3,759.2,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:17:22,40.4,55,21.6,99,21.5,21.6,21.6,759.3,759.1,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:18:22,40.4,55,21.6,99,21.5,21.6,21.6,759.4,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:19:22,40.4,55,21.6,99,21.5,21.6,21.6,759.5,759.3,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:20:22,40.4,55,21.6,99,21.5,21.6,21.6,759.3,759.1,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:21:22,40.4,55,21.6,99,21.5,21.6,21.6,759.2,759.0,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:22:22,40.4,55,21.6,99,21.5,21.6,21.6,759.3,759.1,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:23:22,40.4,55,21.6,99,21.5,21.6,21.6,759.2,759.0,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:24:22,40.4,55,21.6,99,21.5,21.6,21.6,759.3,759.1,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:25:22,40.4,55,21.6,99,21.5,21.6,21.6,759.3,759.2,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:26:22,40.4,55,21.5,99,21.4,21.5,21.5,759.3,759.2,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
2024/12/01 2:27:22,40.4,55,21.5,99,21.4,21.5,21.5,759.3,759.1,0,0,210,71.7,0,0,0.6,0.6,0.6,71.7,71.7,0,0,-,6553,-,-
