Time,Indoor Temperature(C),Indoor Humidity(%),Outdoor Temperature(C),Outdoor Humidity(%),Dew Point(C),Wind Chill(C),Heat Index(C),ABS Pressure(mmhg),REL Pressure(mmhg),Wind(m/s),Gust(m/s),Wind Direction(deg),Rain Event(mm),Rain Rate(mm/h),Hour Rain(mm),Daily Rain(mm),Weekly Rain(mm),Monthly Rain(mm),Yearly Rain(mm),Total Rain(mm),Solar Rad(w/m2),UVI,Soilmoisture(%),PM2.5(ug/m3),leafwetness(%),Temperature(C)
2024/11/26 15:08:22,40.4,55,31.2,62,23.1,31.2,35.0,756.3,756.2,0,0,265,21.0,104.4,13.8,21.0,21.0,21.0,21.0,21.0,78.41,0,-,6553,-,-
2024/11/26 15:09:22,40.4,55,31.2,63,23.4,31.2,36.0,756.4,756.3,0,0,265,21.0,86.4,13.8,21.0,21.0,21.0,21.0,21.0,77.56,0,-,6553,-,-
2024/11/26 15:10:22,40.4,55,31.3,65,24.0,31.3,36.0,756.2,756.0,0,0,264,21.0,82.8,13.8,21.0,21.0,21.0,21.0,21.0,81.10,0,-,6553,-,-
2024/11/26 15:11:22,40.4,55,31.4,65,24.1,31.4,37.0,756.3,756.1,0,0,264,21.0,81.0,13.8,21.0,21.0,21.0,21.0,21.0,88.82,0,-,6553,-,-
2024/11/26 15:12:22,40.4,55,31.5,63,23.6,31.5,36.0,756.5,756.3,0,0,264,21.0,79.2,13.8,21.0,21.0,21.0,21.0,21.0,86.73,0,-,6553,-,-
2024/11/26 15:13:22,40.4,55,31.5,60,22.8,31.5,35.0,756.4,756.3,0,0,265,21.3,77.4,14.1,21.3,21.3,21.3,21.3,21.3,91.87,0,-,6553,-,-
2024/11/26 15:14:22,40.4,55,31.6,63,23.7,31.6,37.0,756.3,756.1,0,0,265,21.3,39.6,14.1,21.3,21.3,21.3,21.3,21.3,92.36,0,-,6553,-,-
2024/11/26 15:15:22,40.4,55,31.8,61,23.4,31.8,36.0,756.4,756.3,0,0,265,21.3,21.6,14.1,21.3,21.3,21.3,21.3,21.3,90.65,0,-,6553,-,-
2024/11/26 15:16:22,40.4,55,31.9,63,24.0,31.9,37.0,756.4,756.3,0,0,186,21.3,3.6,14.1,21.3,21.3,21.3,21.3,21.3,122.70,1,-,6553,-,-
2024/11/26 15:17:22,40.4,55,31.9,65,24.5,31.9,38.0,756.3,756.2,0,0,186,21.3,1.8,14.1,21.3,21.3,21.3,21.3,21.3,135.30,1,-,6553,-,-
2024/11/26 15:18:22,40.4,55,31.8,61,23.4,31.8,36.0,756.4,756.3,0,0,186,21.3,1.8,14.1,21.3,21.3,21.3,21.3,21.3,126.12,1,-,6553,-,-
2024/11/26 15:19:22,40.4,55,31.8,59,22.8,31.8,36.0,756.5,756.3,0,0,186,21.3,1.8,14.1,21.3,21.3,21.3,21.3,21.3,133.10,1,-,6553,-,-
2024/11/26 15:20:22,40.4,55,31.7,62,23.6,31.7,37.0,756.5,756.3,0,0,186,21.3,1.8,14.1,21.3,21.3,21.3,21.3,21.3,118.42,1,-,6553,-,-
2024/11/26 15:21:22,40.4,55,31.5,62,23.4,31.5,36.0,756.5,756.3,0,0,186,21.3,1.8,14.1,21.3,21.3,21.3,21.3,21.3,105.82,1,-,6553,-,-
2024/11/26 15:22:22,40.4,55,31.1,63,23.3,31.1,35.0,756.3,756.1,0,0,186,21.3,1.8,14.1,21.3,21.3,21.3,21.3,21.3,111.44,1,-,6553,-,-
2024/11/26 15:23:22,40.4,55,31.0,61,22.6,31.0,35.0,756.5,756.3,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,77.56,0,-,6553,-,-
2024/11/26 15:24:22,40.4,55,30.8,63,23.0,30.8,35.0,756.3,756.2,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,99.34,0,-,6553,-,-
2024/11/26 15:25:22,40.4,55,30.6,63,22.8,30.6,34.0,756.3,756.2,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,94.93,0,-,6553,-,-
2024/11/26 15:26:22,40.4,55,30.6,63,22.8,30.6,34.0,756.5,756.3,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,109.24,1,-,6553,-,-
2024/11/26 15:27:22,40.4,55,30.5,66,23.5,30.5,35.0,756.6,756.5,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,102.76,1,-,6553,-,-
2024/11/26 15:28:22,40.4,55,30.5,68,24.0,30.5,35.0,756.6,756.4,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,106.19,1,-,6553,-,-
2024/11/26 15:29:22,40.4,55,30.2,67,23.4,30.2,34.0,756.5,756.3,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,113.16,1,-,6553,-,-
2024/11/26 15:30:22,40.4,55,30.0,67,23.2,30.0,34.0,756.6,756.5,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,106.68,1,-,6553,-,-
2024/11/26 15:31:22,40.4,55,30.0,69,23.7,30.0,34.0,756.4,756.3,0,0,186,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,93.22,0,-,6553,-,-
2024/11/26 15:32:22,40.4,55,30.0,65,22.7,30.0,33.0,756.5,756.3,0.3,1.1,308,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,0,0,-,6553,-,-
2024/11/26 15:33:22,40.4,55,29.9,66,22.9,29.9,33.0,756.4,756.3,0.6,1.1,306,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,351.35,3,-,6553,-,-
2024/11/26 15:34:22,40.4,55,29.2,67,22.5,29.2,32.0,756.3,756.2,2.0,2.2,345,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,321.86,3,-,6553,-,-
2024/11/26 15:35:22,40.4,55,28.4,72,22.9,28.4,31.0,756.3,756.2,2.1,3.4,328,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,289.32,2,-,6553,-,-
2024/11/26 15:36:22,40.4,55,28.0,71,22.3,28.0,30.0,756.4,756.3,3.5,4.5,197,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,276.24,2,-,6553,-,-
2024/11/26 15:37:22,40.4,55,27.8,71,22.1,27.8,30.0,756.5,756.3,2.2,3.4,268,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,270.24,2,-,6553,-,-
2024/11/26 15:38:22,40.4,55,27.5,70,21.6,27.5,29.0,756.6,756.5,2.2,5.6,304,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,269.75,2,-,6553,-,-
2024/11/26 15:39:22,40.4,55,27.5,72,22.0,27.5,29.0,756.6,756.4,3.4,5.6,39,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,262.41,2,-,6553,-,-
2024/11/26 15:40:22,40.4,55,27.4,72,21.9,27.4,29.0,756.6,756.4,2.4,3.4,32,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,260.21,2,-,6553,-,-
2024/11/26 15:41:22,40.4,55,27.2,73,22.0,27.2,29.0,756.6,756.4,2.2,4.5,352,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,257.64,2,-,6553,-,-
2024/11/26 15:42:22,40.4,55,27.1,72,21.6,27.1,29.0,756.4,756.3,3.9,6.7,118,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,253.24,2,-,6553,-,-
2024/11/26 15:43:22,40.4,55,27.0,73,21.8,27.0,29.0,756.6,756.4,1.4,2.2,162,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,251.52,2,-,6553,-,-
2024/11/26 15:44:22,40.4,55,26.9,72,21.5,26.9,28.0,756.6,756.4,2.0,2.2,121,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,255.93,2,-,6553,-,-
2024/11/26 15:45:22,40.4,55,26.9,72,21.5,26.9,28.0,756.4,756.3,1.3,2.2,17,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,271.46,2,-,6553,-,-
2024/11/26 15:46:22,40.4,55,26.9,73,21.7,26.9,28.0,756.5,756.3,1.1,2.2,139,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,284.92,2,-,6553,-,-
2024/11/26 15:47:22,40.4,55,26.9,72,21.5,26.9,28.0,756.4,756.3,1.1,2.2,149,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,294.95,2,-,6553,-,-
2024/11/26 15:48:22,40.4,55,26.9,73,21.7,26.9,28.0,756.3,756.2,3.4,4.5,156,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,310.12,3,-,6553,-,-
2024/11/26 15:49:22,40.4,55,26.9,74,21.9,26.9,28.0,756.5,756.3,0,0,197,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,323.09,3,-,6553,-,-
2024/11/26 15:50:22,40.4,55,26.9,74,21.9,26.9,28.0,756.5,756.3,0.7,1.1,196,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,315.38,3,-,6553,-,-
2024/11/26 15:51:22,40.4,55,27.0,74,22.0,27.0,29.0,756.5,756.3,0.6,1.1,215,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,363.09,3,-,6553,-,-
2024/11/26 15:52:22,40.4,55,27.1,73,21.9,27.1,29.0,756.4,756.3,2.2,3.4,229,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,332.63,3,-,6553,-,-
2024/11/26 15:53:22,40.4,55,27.1,74,22.1,27.1,29.0,756.4,756.3,0.8,1.1,41,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,355.26,3,-,6553,-,-
2024/11/26 15:54:22,40.4,55,27.0,73,21.8,27.0,29.0,756.4,756.3,2.2,3.4,339,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,360.03,3,-,6553,-,-
2024/11/26 15:55:22,40.4,55,27.0,75,22.2,27.0,29.0,756.3,756.2,1.0,1.1,350,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,328.35,3,-,6553,-,-
2024/11/26 15:56:22,40.4,55,27.0,75,22.2,27.0,29.0,756.5,756.3,1.7,4.5,98,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,323.95,3,-,6553,-,-
2024/11/26 15:57:22,40.4,55,27.1,72,21.6,27.1,29.0,756.4,756.3,3.1,4.5,166,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,321.37,3,-,6553,-,-
2024/11/26 15:58:22,40.4,55,27.0,73,21.8,27.0,29.0,756.3,756.1,0.6,1.1,139,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,312.69,3,-,6553,-,-
2024/11/26 15:59:22,40.4,55,27.0,73,21.8,27.0,29.0,756.4,756.3,0.7,1.1,66,21.3,0,14.1,21.3,21.3,21.3,21.3,21.3,298.86,2,-,6553,-,-
2024/11/26 16:00:22,40.4,55,26.9,73,21.7,26.9,28.0,756.5,756.3,3.2,4.5,282,21.3,0,0,21.3,21.3,21.3,21.3,21.3,291.89,2,-,6553,-,-
2024/11/26 16:01:22,40.4,55,26.9,73,21.7,26.9,28.0,756.5,756.3,1.1,1.1,180,21.3,0,0,21.3,21.3,21.3,21.3,21.3,274.52,2,-,6553,-,-
2024/11/26 16:02:22,40.4,55,26.9,72,21.5,26.9,28.0,756.6,756.5,0.4,1.1,189,21.3,0,0,21.3,21.3,21.3,21.3,21.3,265.83,2,-,6553,-,-
2024/11/26 16:03:22,40.4,55,26.9,74,21.9,26.9,28.0,756.6,756.4,0,0,189,21.3,0,0,21.3,21.3,21.3,21.3,21.3,264.12,2,-,6553,-,-
2024/11/26 16:04:22,40.4,55,26.9,76,22.3,26.9,29.0,756.5,756.3,0.1,1.1,189,21.3,0,0,21.3,21.3,21.3,21.3,21.3,291.03,2,-,6553,-,-
2024/11/26 16:05:22,40.4,55,26.9,75,22.1,26.9,29.0,756.6,756.4,2.2,3.4,299,21.3,0,0,21.3,21.3,21.3,21.3,21.3,271.46,2,-,6553,-,-
2024/11/26 16:06:22,40.4,55,26.9,75,22.1,26.9,29.0,756.4,756.3,1.3,2.2,167,21.3,0,0,21.3,21.3,21.3,21.3,21.3,259.35,2,-,6553,-,-
2024/11/26 16:07:22,40.4,55,26.7,74,21.7,26.7,26.7,756.6,756.4,0.8,1.1,175,21.3,0,0,21.3,21.3,21.3,21.3,21.3,253.73,2,-,6553,-,-
2024/11/26 16:08:22,40.4,55,26.7,74,21.7,26.7,26.7,756.6,756.4,1.7,2.2,54,21.3,0,0,21.3,21.3,21.3,21.3,21.3,248.10,2,-,6553,-,-
2024/11/26 16:09:22,40.4,55,26.7,74,21.7,26.7,26.7,756.5,756.3,1.4,2.2,333,21.3,0,0,21.3,21.3,21.3,21.3,21.3,241.61,2,-,6553,-,-
2024/11/26 16:10:22,40.4,55,26.6,75,21.8,26.6,26.6,756.5,756.3,3.1,4.5,256,21.3,0,0,21.3,21.3,21.3,21.3,21.3,242.47,2,-,6553,-,-
2024/11/26 16:11:22,40.4,55,26.6,74,21.6,26.6,26.6,756.5,756.3,3.6,6.7,50,21.3,0,0,21.3,21.3,21.3,21.3,21.3,254.21,2,-,6553,-,-
2024/11/26 16:12:22,40.4,55,26.5,76,22.0,26.5,26.5,756.5,756.3,0,0,49,21.3,0,0,21.3,21.3,21.3,21.3,21.3,255.07,2,-,6553,-,-
2024/11/26 16:13:22,40.4,55,26.5,75,21.7,26.5,26.5,756.6,756.5,0.3,1.1,49,21.3,0,0,21.3,21.3,21.3,21.3,21.3,241.98,2,-,6553,-,-
2024/11/26 16:14:22,40.4,55,26.5,74,21.5,26.5,26.5,756.6,756.5,1.8,2.2,157,21.3,0,0,21.3,21.3,21.3,21.3,21.3,234.15,2,-,6553,-,-
2024/11/26 16:15:22,40.4,55,26.5,76,22.0,26.5,26.5,756.6,756.4,0.7,1.1,157,21.3,0,0,21.3,21.3,21.3,21.3,21.3,256.78,2,-,6553,-,-
2024/11/26 16:16:22,40.4,55,26.5,76,22.0,26.5,26.5,756.6,756.5,1.4,2.2,269,21.3,0,0,21.3,21.3,21.3,21.3,21.3,261.55,2,-,6553,-,-
2024/11/26 16:17:22,40.4,55,26.5,74,21.5,26.5,26.5,756.6,756.5,0.6,1.1,273,21.3,0,0,21.3,21.3,21.3,21.3,21.3,247.24,2,-,6553,-,-
2024/11/26 16:18:22,40.4,55,26.5,74,21.5,26.5,26.5,756.6,756.5,1.3,3.4,324,21.3,0,0,21.3,21.3,21.3,21.3,21.3,226.44,2,-,6553,-,-
2024/11/26 16:19:22,40.4,55,26.5,76,22.0,26.5,26.5,756.6,756.4,1.1,2.2,119,21.3,0,0,21.3,21.3,21.3,21.3,21.3,229.38,2,-,6553,-,-
2024/11/26 16:20:22,40.4,55,26.4,75,21.6,26.4,26.4,756.4,756.3,2.8,3.4,303,21.3,0,0,21.3,21.3,21.3,21.3,21.3,212.13,2,-,6553,-,-
2024/11/26 16:21:22,40.4,55,26.4,76,21.9,26.4,26.4,756.6,756.5,1.7,2.2,173,21.3,0,0,21.3,21.3,21.3,21.3,21.3,207.73,2,-,6553,-,-
2024/11/26 16:22:22,40.4,55,26.4,77,22.1,26.4,26.4,756.4,756.3,1.1,2.2,130,21.3,0,0,21.3,21.3,21.3,21.3,21.3,197.81,1,-,6553,-,-
2024/11/26 16:23:22,40.4,55,26.4,76,21.9,26.4,26.4,756.6,756.4,0.6,1.1,129,21.3,0,0,21.3,21.3,21.3,21.3,21.3,191.70,1,-,6553,-,-
2024/11/26 16:24:22,40.4,55,26.4,76,21.9,26.4,26.4,756.6,756.4,0.1,1.1,129,21.3,0,0,21.3,21.3,21.3,21.3,21.3,189.13,1,-,6553,-,-
2024/11/26 16:25:22,40.4,55,26.4,76,21.9,26.4,26.4,756.6,756.4,1.3,2.2,130,21.3,0,0,21.3,21.3,21.3,21.3,21.3,186.07,1,-,6553,-,-
2024/11/26 16:26:22,40.4,55,26.4,74,21.4,26.4,26.4,756.4,756.3,1.0,2.2,112,21.3,0,0,21.3,21.3,21.3,21.3,21.3,197.32,1,-,6553,-,-
2024/11/26 16:27:22,40.4,55,26.3,75,21.5,26.3,26.3,756.5,756.3,1.8,2.2,140,21.3,0,0,21.3,21.3,21.3,21.3,21.3,204.30,2,-,6553,-,-
2024/11/26 16:28:22,40.4,55,26.3,75,21.5,26.3,26.3,756.5,756.3,1.1,1.1,153,21.3,0,0,21.3,21.3,21.3,21.3,21.3,212.13,2,-,6553,-,-
2024/11/26 16:29:22,40.4,55,26.2,75,21.4,26.2,26.2,756.5,756.3,1.5,2.2,94,21.3,0,0,21.3,21.3,21.3,21.3,21.3,196.84,1,-,6553,-,-
2024/11/26 16:30:22,40.4,55,26.1,77,21.8,26.1,26.1,756.6,756.4,1.1,1.1,94,21.3,0,0,21.3,21.3,21.3,21.3,21.3,198.18,1,-,6553,-,-
2024/11/26 16:31:22,40.4,55,26.1,76,21.6,26.1,26.1,756.6,756.5,3.1,4.5,118,21.3,0,0,21.3,21.3,21.3,21.3,21.3,196.84,1,-,6553,-,-
2024/11/26 16:32:22,40.4,55,26.1,76,21.6,26.1,26.1,756.5,756.3,1.5,2.2,120,21.3,0,0,21.3,21.3,21.3,21.3,21.3,195.61,1,-,6553,-,-
2024/11/26 16:33:22,40.4,55,26.0,77,21.7,26.0,26.0,756.6,756.4,0.1,1.1,237,21.3,0,0,21.3,21.3,21.3,21.3,21.3,196.47,1,-,6553,-,-
2024/11/26 16:34:22,40.4,55,26.0,78,21.9,26.0,26.0,756.6,756.4,0.6,1.1,237,21.3,0,0,21.3,21.3,21.3,21.3,21.3,196.47,1,-,6553,-,-
2024/11/26 16:35:22,40.4,55,26.1,77,21.8,26.1,26.1,756.6,756.4,1.8,2.2,219,21.3,0,0,21.3,21.3,21.3,21.3,21.3,195.61,1,-,6553,-,-
2024/11/26 16:36:22,40.4,55,26.1,76,21.6,26.1,26.1,756.6,756.4,0.8,1.1,146,21.3,0,0,21.3,21.3,21.3,21.3,21.3,193.90,1,-,6553,-,-
2024/11/26 16:37:22,40.4,55,26.1,76,21.6,26.1,26.1,756.5,756.3,1.4,2.2,146,21.3,0,0,21.3,21.3,21.3,21.3,21.3,194.76,1,-,6553,-,-
2024/11/26 16:38:22,40.4,55,26.1,77,21.8,26.1,26.1,756.5,756.3,1.1,1.1,146,21.3,0,0,21.3,21.3,21.3,21.3,21.3,193.05,1,-,6553,-,-
2024/11/26 16:39:22,40.4,55,26.1,77,21.8,26.1,26.1,756.6,756.4,0,0,146,21.3,0,0,21.3,21.3,21.3,21.3,21.3,192.07,1,-,6553,-,-
2024/11/26 16:40:22,40.4,55,26.1,76,21.6,26.1,26.1,756.6,756.4,0.7,1.1,146,21.3,0,0,21.3,21.3,21.3,21.3,21.3,191.70,1,-,6553,-,-
2024/11/26 16:41:22,40.4,55,26.1,77,21.8,26.1,26.1,756.6,756.4,2.1,3.4,245,21.3,0,0,21.3,21.3,21.3,21.3,21.3,189.98,1,-,6553,-,-
2024/11/26 16:42:22,40.4,55,26.0,77,21.7,26.0,26.0,756.5,756.3,1.1,1.1,209,21.3,0,0,21.3,21.3,21.3,21.3,21.3,187.29,1,-,6553,-,-
2024/11/26 16:43:22,40.4,55,26.0,76,21.5,26.0,26.0,756.3,756.2,0,0,214,21.3,0,0,21.3,21.3,21.3,21.3,21.3,185.58,1,-,6553,-,-
2024/11/26 16:44:22,40.4,55,26.0,76,21.5,26.0,26.0,756.5,756.3,3.8,5.6,304,21.3,0,0,21.3,21.3,21.3,21.3,21.3,183.50,1,-,6553,-,-
2024/11/26 16:45:22,40.4,55,26.0,76,21.5,26.0,26.0,756.5,756.3,1.8,2.2,28,21.3,0,0,21.3,21.3,21.3,21.3,21.3,180.44,1,-,6553,-,-
2024/11/26 16:46:22,40.4,55,26.0,77,21.7,26.0,26.0,756.5,756.3,0,0,18,21.3,0,0,21.3,21.3,21.3,21.3,21.3,176.90,1,-,6553,-,-
2024/11/26 16:47:22,40.4,55,26.0,79,22.1,26.0,26.0,756.4,756.3,1.1,2.2,255,21.3,0,0,21.3,21.3,21.3,21.3,21.3,172.98,1,-,6553,-,-
2024/11/26 16:48:22,40.4,55,25.9,77,21.6,25.9,25.9,756.4,756.3,1.1,1.1,256,21.3,0,0,21.3,21.3,21.3,21.3,21.3,170.90,1,-,6553,-,-
2024/11/26 16:49:22,40.4,55,25.9,78,21.8,25.9,25.9,756.4,756.3,1.0,1.1,311,21.3,0,0,21.3,21.3,21.3,21.3,21.3,167.36,1,-,6553,-,-
2024/11/26 16:50:22,40.4,55,25.9,78,21.8,25.9,25.9,756.4,756.3,0,0,311,21.3,0,0,21.3,21.3,21.3,21.3,21.3,162.58,1,-,6553,-,-
2024/11/26 16:51:22,40.4,55,25.9,77,21.6,25.9,25.9,756.5,756.3,0,0,311,21.3,0,0,21.3,21.3,21.3,21.3,21.3,160.02,1,-,6553,-,-
2024/11/26 16:52:22,40.4,55,25.9,80,22.2,25.9,25.9,756.3,756.2,0,0,311,21.3,0,0,21.3,21.3,21.3,21.3,21.3,157.81,1,-,6553,-,-
2024/11/26 16:53:22,40.4,55,25.9,77,21.6,25.9,25.9,756.5,756.3,2.9,4.5,127,21.3,0,0,21.3,21.3,21.3,21.3,21.3,155.24,1,-,6553,-,-
2024/11/26 16:54:22,40.4,55,25.9,77,21.6,25.9,25.9,756.4,756.3,1.4,2.2,252,21.3,0,0,21.3,21.3,21.3,21.3,21.3,153.90,1,-,6553,-,-
2024/11/26 16:55:22,40.4,55,25.9,78,21.8,25.9,25.9,756.3,756.1,1.7,2.2,252,21.3,0,0,21.3,21.3,21.3,21.3,21.3,152.68,1,-,6553,-,-
2024/11/26 16:56:22,40.4,55,25.9,77,21.6,25.9,25.9,756.3,756.1,0.7,1.1,251,21.3,0,0,21.3,21.3,21.3,21.3,21.3,152.19,1,-,6553,-,-
2024/11/26 16:57:22,40.4,55,25.8,78,21.7,25.8,25.8,756.4,756.3,0,0,134,21.3,0,0,21.3,21.3,21.3,21.3,21.3,151.33,1,-,6553,-,-
2024/11/26 16:58:22,40.4,55,25.8,78,21.7,25.8,25.8,756.6,756.4,1.3,2.2,216,21.3,0,0,21.3,21.3,21.3,21.3,21.3,151.33,1,-,6553,-,-
2024/11/26 16:59:22,40.4,55,25.8,77,21.5,25.8,25.8,756.7,756.6,1.8,3.4,176,21.3,0,0,21.3,21.3,21.3,21.3,21.3,149.12,1,-,6553,-,-
2024/11/26 17:00:22,40.4,55,25.8,77,21.5,25.8,25.8,756.7,756.6,4.1,5.6,156,21.3,0,0,21.3,21.3,21.3,21.3,21.3,149.12,1,-,6553,-,-
2024/11/26 17:01:22,40.4,55,25.7,79,21.8,25.7,25.7,756.5,756.3,0.1,1.1,96,21.3,0,0,21.3,21.3,21.3,21.3,21.3,146.56,1,-,6553,-,-
